station,valid,lat,lon,elevation,tmpf,dwpf,relh,drct,sknt,feel
HQG,2019-06-15T06:00:00.000000,37.1631,-101.3705,956.52,65.227776,57.633335,76.74555,58.88889,8.055555,65.227776
3K3,2018-02-11T12:00:00.000000,37.9917,-101.7463,1005.7,12.7,9.7,,285.0,7.1666665,
19S,2018-02-23T12:00:00.000000,37.4969,-100.8329,892.57,28.255556,27.844444,98.327225,48.88889,8.055555,19.641666
3K3,2019-05-09T06:00:00.000000,37.9917,-101.7463,1005.7,42.9,38.4,84.037224,318.33334,11.944445,35.94611
19S,2019-10-27T06:00:00.000000,37.4969,-100.8329,892.57,39.894444,29.977777,67.59278,166.66667,7.9444447,34.17389
JHN,2018-06-30T00:00:00.000000,37.5782,-101.7304,1012.71,92.35555,57.183334,31.083889,158.33333,17.944445,91.98222
3K3,2018-11-27T18:00:00.000000,37.9917,-101.7463,1005.7,45.3,21.3,43.421665,192.77777,5.111111,42.464443
GCK,2020-11-14T00:00:00.000000,37.9275,-100.7244,881.0,45.333332,23.566668,44.25,175.0,14.0,41.11
LBL,2019-04-13T12:00:00.000000,37.0442,-100.9599,879.0,35.333332,27.333334,72.49,30.0,8.833333,27.943333
HQG,2018-12-15T12:00:00.000000,37.1631,-101.3705,956.52,19.577778,10.883333,68.62334,233.33333,5.8333335,10.948889
3K3,2019-08-04T12:00:00.000000,37.9917,-101.7463,1005.7,64.8,61.0,87.80889,82.22222,3.6111112,64.8
3K3,2018-09-16T06:00:00.000000,37.9917,-101.7463,1005.7,66.6,61.6,84.30666,140.55556,10.444445,66.6
LBL,2020-12-09T18:00:00.000000,37.0442,-100.9599,879.0,52.333332,21.816668,32.04,335.0,8.5,49.84667
LBL,2018-08-23T06:00:00.000000,37.0442,-100.9599,879.0,69.5,65.0,85.42667,158.33333,11.0,69.55
EHA,2020-11-10T00:00:00.000000,37.0008,-101.88,1099.0,63.15,38.97222,45.48722,179.44444,15.0,60.712776
HQG,2018-01-27T12:00:00.000000,37.1631,-101.3705,956.52,18.005556,11.2,74.275,283.8889,8.444445,6.5433335
EHA,2019-04-18T06:00:00.000000,37.0008,-101.88,1099.0,52.916668,41.194443,64.79667,133.88889,8.5,51.215557
EHA,2018-11-03T18:00:00.000000,37.0008,-101.88,1099.0,54.416668,41.511112,61.673332,335.0,15.333333,54.433334
19S,2018-12-07T00:00:00.000000,37.4969,-100.8329,892.57,29.616667,16.805555,58.445,70.0,6.111111,22.819445
3K3,2019-06-04T12:00:00.000000,37.9917,-101.7463,1005.7,54.4,51.1,88.958885,116.666664,4.1666665,54.359444
GCK,2019-05-16T00:00:00.000000,37.9275,-100.7244,881.0,80.75,51.0,36.14125,197.5,12.5,79.6825
GCK,2019-09-22T18:00:00.000000,37.9275,-100.7244,881.0,69.333336,46.333332,44.266666,42.0,9.833333,69.35
JHN,2019-12-18T06:00:00.000000,37.5782,-101.7304,1012.71,23.522223,14.483334,68.14611,267.77777,7.3333335,14.203333
3K3,2020-01-13T00:00:00.000000,37.9917,-101.7463,1005.7,42.1,15.8,35.881668,202.22223,6.0555553,37.73722
3K3,2019-05-29T06:00:00.000000,37.9917,-101.7463,1005.7,48.7,43.0,81.33278,276.66666,7.611111,46.795555
HQG,2020-01-21T00:00:00.000000,37.1631,-101.3705,956.52,45.55,26.01111,50.034443,138.33333,8.555555,41.64111
JHN,2019-01-20T06:00:00.000000,37.5782,-101.7304,1012.71,30.533333,26.5,84.901665,201.11111,8.333333,22.452223
LBL,2019-05-02T18:00:00.000000,37.0442,-100.9599,879.0,50.755554,42.91111,75.164444,55.0,7.3333335,48.25889
19S,2020-11-25T06:00:00.000000,37.4969,-100.8329,892.57,35.605556,30.872223,82.84611,312.77777,13.722222,25.966667
LBL,2018-01-21T00:00:00.000000,37.0442,-100.9599,879.0,61.833332,21.633333,22.283333,120.0,9.5,60.358334
LBL,2020-04-29T06:00:00.000000,37.0442,-100.9599,879.0,57.833332,37.833332,47.36,231.66667,12.5,57.003334
EHA,2019-12-01T06:00:00.000000,37.0008,-101.88,1099.0,31.072222,20.844444,65.48278,303.33334,10.5,21.562778
JHN,2019-10-18T06:00:00.000000,37.5782,-101.7304,1012.71,61.72778,36.288887,38.885555,180.55556,16.777779,61.738888
HQG,2020-06-26T12:00:00.000000,37.1631,-101.3705,956.52,72.79444,59.75,63.851112,196.11111,13.611111,72.8
LBL,2020-01-10T12:00:00.000000,37.0442,-100.9599,879.0,30.283333,25.516666,82.22833,223.33333,6.1666665,23.948334
GCK,2020-03-03T12:00:00.000000,37.9275,-100.7244,881.0,28.3,19.933332,70.54,346.66666,9.166667,18.868334
GCK,2020-04-05T00:00:00.000000,37.9275,-100.7244,881.0,51.5,21.283333,30.888334,136.66667,9.166667,50.626667
HQG,2020-06-05T18:00:00.000000,37.1631,-101.3705,956.52,91.58889,57.716667,33.709446,251.11111,14.888889,90.74944
EHA,2020-10-15T06:00:00.000000,37.0008,-101.88,1099.0,53.63889,37.31111,54.055557,222.22223,14.111111,52.18889
JHN,2019-06-21T06:00:00.000000,37.5782,-101.7304,1012.71,70.85,61.05,71.225,175.0,10.75,70.825
JHN,2018-12-24T12:00:00.000000,37.5782,-101.7304,1012.71,27.944445,22.083334,78.39667,258.33334,6.111111,20.695555
EHA,2018-08-25T00:00:00.000000,37.0008,-101.88,1099.0,88.21667,59.577778,39.32389,64.44444,6.5,88.13556
JHN,2018-02-16T18:00:00.000000,37.5782,-101.7304,1012.71,30.155556,13.638889,50.99889,161.66667,4.6666665,25.580555
LBL,2018-03-16T00:00:00.000000,37.0442,-100.9599,879.0,77.0,26.866667,15.836667,213.33333,21.0,75.295
19S,2019-04-15T00:00:00.000000,37.4969,-100.8329,892.57,65.583336,30.711111,27.77389,191.11111,9.777778,65.44
3K3,2018-03-06T00:00:00.000000,37.9917,-101.7463,1005.7,48.8,-8.2,9.066667,315.55554,16.666666,45.59111
3K3,2019-05-19T12:00:00.000000,37.9917,-101.7463,1005.7,40.2,34.9,82.05111,323.8889,6.388889,35.307777
19S,2019-10-22T18:00:00.000000,37.4969,-100.8329,892.57,59.02222,23.88889,27.126112,276.66666,10.166667,58.517223
HQG,2018-05-28T12:00:00.000000,37.1631,-101.3705,956.52,73.066666,64.85,75.662224,152.22223,18.11111,73.03333
3K3,2018-07-18T12:00:00.000000,37.9917,-101.7463,1005.7,66.1,63.9,92.865555,83.333336,3.2222223,66.1
LBL,2019-12-29T12:00:00.000000,37.0442,-100.9599,879.0,26.033333,21.45,82.55334,305.0,12.0,14.43
3K3,2019-08-29T12:00:00.000000,37.9917,-101.7463,1005.7,63.8,61.0,90.776665,139.44444,3.5555556,63.8
GCK,2018-07-29T18:00:00.000000,37.9275,-100.7244,881.0,74.833336,60.5,61.546665,55.0,7.5,75.04
19S,2019-11-05T12:00:00.000000,37.4969,-100.8329,892.57,23.788889,21.538889,91.009445,221.11111,3.8888888,18.23611
HQG,2019-08-06T00:00:00.000000,37.1631,-101.3705,956.52,88.5,64.03889,46.398335,151.66667,11.333333,89.71333
GCK,2018-10-11T18:00:00.000000,37.9275,-100.7244,881.0,39.125,34.125,82.35625,140.0,5.75,34.33
LBL,2020-06-27T12:00:00.000000,37.0442,-100.9599,879.0,70.666664,55.666668,59.351665,136.66667,8.0,70.683334
GCK,2020-03-22T18:00:00.000000,37.9275,-100.7244,881.0,44.890907,40.363636,85.22909,210.0,4.5454545,42.186363
GCK,2020-09-23T06:00:00.000000,37.9275,-100.7244,881.0,59.6,57.3,92.674,163.0,10.1,59.64
LBL,2019-08-28T00:00:00.000000,37.0442,-100.9599,879.0,77.0,55.666668,47.825,106.666664,10.0,77.065
GCK,2020-08-14T06:00:00.000000,37.9275,-100.7244,881.0,69.625,67.375,92.8675,147.5,5.25,69.6125
EHA,2018-03-30T18:00:00.000000,37.0008,-101.88,1099.0,51.944443,41.711113,68.14611,192.77777,16.5,50.815556
EHA,2019-03-02T00:00:00.000000,37.0008,-101.88,1099.0,49.605556,33.494446,59.136112,38.333332,18.38889,44.842777
EHA,2019-09-11T12:00:00.000000,37.0008,-101.88,1099.0,69.183334,65.96111,89.49834,195.0,11.833333,69.19444
JHN,2018-12-06T06:00:00.000000,37.5782,-101.7304,1012.71,30.366667,17.383333,58.351665,225.55556,12.0,20.013334
LBL,2018-09-08T00:00:00.000000,37.0442,-100.9599,879.0,71.15,62.4,74.05375,71.25,5.875,71.175
JHN,2019-04-16T18:00:00.000000,37.5782,-101.7304,1012.71,64.53333,40.75,43.394444,167.77777,4.5,64.18278
JHN,2019-08-26T18:00:00.000000,37.5782,-101.7304,1012.71,83.361115,64.78889,54.297222,243.88889,16.5,84.507225
JHN,2019-11-04T00:00:00.000000,37.5782,-101.7304,1012.71,57.488888,28.366667,33.81111,203.88889,4.1666665,56.588333
3K3,2019-08-08T00:00:00.000000,37.9917,-101.7463,1005.7,94.7,58.5,30.438334,118.333336,7.8333335,94.11278
EHA,2019-05-09T12:00:00.000000,37.0008,-101.88,1099.0,42.622223,41.316666,95.077774,49.444443,15.111111,34.555
HQG,2020-02-15T00:00:00.000000,37.1631,-101.3705,956.52,,,,,,
LBL,2019-04-07T12:00:00.000000,37.0442,-100.9599,879.0,48.333332,41.333332,77.26,298.33334,8.666667,45.551666
HQG,2020-07-14T18:00:00.000000,37.1631,-101.3705,956.52,86.5,69.494446,59.491665,179.44444,5.111111,90.00278
19S,2020-08-18T06:00:00.000000,37.4969,-100.8329,892.57,66.744446,58.43889,74.90611,128.88889,4.111111,66.73333
JHN,2018-05-06T18:00:00.000000,37.5782,-101.7304,1012.71,82.87778,33.827778,17.61389,123.333336,6.4444447,80.227776
GCK,2018-06-01T12:00:00.000000,37.9275,-100.7244,881.0,69.14286,67.14286,93.12143,141.42857,9.714286,69.37143
EHA,2019-07-24T06:00:00.000000,37.0008,-101.88,1099.0,65.916664,59.827778,80.850555,150.55556,7.5555553,65.922226
EHA,2019-04-22T18:00:00.000000,37.0008,-101.88,1099.0,61.238888,46.627777,58.892776,297.22223,18.833334,61.22778
JHN,2019-09-10T00:00:00.000000,37.5782,-101.7304,1012.71,88.344444,64.577774,45.877777,164.44444,18.944445,90.03389
JHN,2020-02-22T12:00:00.000000,37.5782,-101.7304,1012.71,29.23889,27.994444,95.10555,277.77777,5.611111,22.9
HQG,2019-05-22T18:00:00.000000,37.1631,-101.3705,956.52,61.355556,44.788887,54.90333,136.66667,7.8333335,61.295555
19S,2019-03-12T00:00:00.000000,37.4969,-100.8329,892.57,48.155556,41.394444,77.73167,154.44444,15.222222,42.423332
19S,2018-10-23T00:00:00.000000,37.4969,-100.8329,892.57,66.01667,46.488888,52.39,50.555557,9.111111,65.48444
GCK,2019-08-14T18:00:00.000000,37.9275,-100.7244,881.0,75.666664,58.5,56.34667,86.666664,7.3333335,75.75
HQG,2018-06-09T12:00:00.000000,37.1631,-101.3705,956.52,69.03333,50.61111,52.51278,207.77777,8.388889,68.89333
GCK,2020-06-19T00:00:00.000000,37.9275,-100.7244,881.0,85.166664,59.333332,42.296665,21.666666,16.166666,84.765
3K3,2018-01-04T12:00:00.000000,37.9917,-101.7463,1005.7,15.7,5.9,64.99834,106.666664,2.6111112,11.085
HQG,2020-11-02T00:00:00.000000,37.1631,-101.3705,956.52,58.211113,35.86111,46.518333,188.88889,11.111111,56.559444
JHN,2018-01-26T00:00:00.000000,37.5782,-101.7304,1012.71,59.08889,8.972222,15.93,176.66667,19.666666,57.985
LBL,2020-08-26T12:00:00.000000,37.0442,-100.9599,879.0,63.833332,53.833332,70.07,186.66667,7.8333335,63.883335
19S,2019-04-11T18:00:00.000000,37.4969,-100.8329,892.57,36.872223,18.055555,46.43778,320.0,27.0,23.98
19S,2019-11-19T00:00:00.000000,37.4969,-100.8329,892.57,59.85,33.783333,39.32611,337.77777,8.055555,59.37
3K3,2018-09-22T06:00:00.000000,37.9917,-101.7463,1005.7,48.9,45.2,87.29611,119.44444,5.7777777,46.372776
19S,2019-03-31T06:00:00.000000,37.4969,-100.8329,892.57,27.705555,25.005556,89.46555,255.0,5.1666665,21.281666
HQG,2020-06-19T12:00:00.000000,37.1631,-101.3705,956.52,61.205555,55.655556,83.31389,132.22223,13.222222,61.18889
3K3,2019-09-03T18:00:00.000000,37.9917,-101.7463,1005.7,87.9,53.4,32.28389,102.77778,3.2777777,86.32056
HQG,2018-08-31T06:00:00.000000,37.1631,-101.3705,956.52,75.37778,54.833332,49.24389,191.11111,9.722222,75.33833
3K3,2020-09-01T06:00:00.000000,37.9917,-101.7463,1005.7,61.4,54.4,78.05889,87.77778,9.611111,61.4
LBL,2018-09-14T00:00:00.000000,37.0442,-100.9599,879.0,85.833336,61.833332,45.053333,171.66667,18.166666,86.31834
3K3,2018-06-21T06:00:00.000000,37.9917,-101.7463,1005.7,65.7,57.2,75.189445,46.11111,5.5,65.7
GCK,2020-11-27T18:00:00.000000,37.9275,-100.7244,881.0,41.5,28.833334,62.941666,141.66667,4.8333335,37.631668
LBL,2019-04-17T18:00:00.000000,37.0442,-100.9599,879.0,71.833336,47.166668,41.863335,75.0,17.666666,71.041664
EHA,2018-12-08T18:00:00.000000,37.0008,-101.88,1099.0,35.633335,26.288889,69.547226,83.333336,2.1666667,33.72333
19S,2018-09-26T12:00:00.000000,37.4969,-100.8329,892.57,52.683334,44.22778,72.95111,115.0,2.9444444,52.66111
19S,2018-05-15T00:00:00.000000,37.4969,-100.8329,892.57,79.19444,56.783333,46.565,111.111115,5.2777777,79.20611
JHN,2020-06-27T06:00:00.000000,37.5782,-101.7304,1012.71,77.183334,59.544445,56.376667,244.44444,13.333333,77.039444
LBL,2018-08-19T06:00:00.000000,37.0442,-100.9599,879.0,68.12631,65.89474,92.71421,116.8421,10.052631,68.16947
HQG,2020-12-21T18:00:00.000000,37.1631,-101.3705,956.52,46.5,32.461113,61.212223,0.0,0.0,46.5
HQG,2018-07-22T12:00:00.000000,37.1631,-101.3705,956.52,72.33889,66.333336,81.57889,123.888885,7.0,72.511665
3K3,2018-03-15T18:00:00.000000,37.9917,-101.7463,1005.7,67.8,29.3,26.655,120.0,5.1666665,66.94722
3K3,2018-05-30T18:00:00.000000,37.9917,-101.7463,1005.7,77.9,53.9,45.245,132.77777,3.0555556,77.51556
LBL,2018-07-13T00:00:00.000000,37.0442,-100.9599,879.0,91.5,59.333332,34.695,181.66667,17.166666,91.316666
3K3,2020-12-02T18:00:00.000000,37.9917,-101.7463,1005.7,30.7,24.9,78.89389,349.44446,20.944445,17.161667
3K3,2019-05-12T12:00:00.000000,37.9917,-101.7463,1005.7,43.7,41.2,91.007225,279.44446,6.888889,39.360554
3K3,2020-02-13T18:00:00.000000,37.9917,-101.7463,1005.7,,,,,,
LBL,2020-08-03T00:00:00.000000,37.0442,-100.9599,879.0,82.666664,62.0,50.241665,68.333336,11.333333,83.26833
19S,2018-07-31T18:00:00.000000,37.4969,-100.8329,892.57,71.61667,55.95,58.921665,141.66667,3.6666667,71.63333
JHN,2020-08-19T06:00:00.000000,37.5782,-101.7304,1012.71,70.594444,59.122223,67.65667,143.88889,6.2222223,70.594444
19S,2018-05-22T06:00:00.000000,37.4969,-100.8329,892.57,,,,170.0,9.222222,
EHA,2020-09-19T00:00:00.000000,37.0008,-101.88,1099.0,77.10555,52.683334,44.631668,180.0,10.277778,76.41778
JHN,2018-02-05T06:00:00.000000,37.5782,-101.7304,1012.71,14.305555,5.3166666,66.863335,159.44444,8.111111,2.3855555
GCK,2019-09-10T12:00:00.000000,37.9275,-100.7244,881.0,68.166664,62.0,80.83667,163.33333,9.0,68.15
LBL,2019-09-11T06:00:00.000000,37.0442,-100.9599,879.0,74.166664,61.166668,64.21,190.0,11.666667,74.183334
19S,2020-01-23T18:00:00.000000,37.4969,-100.8329,892.57,43.716667,22.827778,46.142776,314.44446,17.555555,36.003887
JHN,2018-06-08T00:00:00.000000,37.5782,-101.7304,1012.71,79.53333,65.70556,62.963333,99.44444,8.055555,80.89833
LBL,2019-09-25T12:00:00.000000,37.0442,-100.9599,879.0,60.675,59.55,96.26,137.5,4.875,60.675
3K3,2018-03-26T00:00:00.000000,37.9917,-101.7463,1005.7,56.0,38.8,53.915,71.111115,16.222221,53.886112
LBL,2018-08-11T06:00:00.000000,37.0442,-100.9599,879.0,67.333336,60.666668,79.99834,270.0,5.3333335,67.316666
HQG,2020-05-08T00:00:00.000000,37.1631,-101.3705,956.52,80.35,43.494446,27.199444,80.0,12.0,78.96
HQG,2019-03-15T06:00:00.000000,37.1631,-101.3705,956.52,27.044445,20.833334,77.50889,310.0,7.4444447,18.51
EHA,2019-11-01T12:00:00.000000,37.0008,-101.88,1099.0,32.86111,24.4,71.206665,317.22223,8.666667,25.39
LBL,2018-12-08T12:00:00.000000,37.0442,-100.9599,879.0,17.62857,14.285714,86.5,340.0,3.7142856,11.197143
JHN,2019-01-24T12:00:00.000000,37.5782,-101.7304,1012.71,29.588888,24.3,80.40389,311.66666,6.6666665,22.153334
JHN,2020-03-23T00:00:00.000000,37.5782,-101.7304,1012.71,61.127777,40.255554,46.99278,31.666666,7.9444447,61.122223
JHN,2019-02-09T12:00:00.000000,37.5782,-101.7304,1012.71,25.533333,7.4888887,45.856667,179.44444,17.5,11.466666
LBL,2020-06-10T00:00:00.000000,37.0442,-100.9599,879.0,56.28,43.0,61.133,326.0,35.1,56.28
GCK,2019-05-08T18:00:00.000000,37.9275,-100.7244,881.0,51.32941,49.57647,93.51765,190.0,13.0,48.98941
JHN,2020-09-10T12:00:00.000000,37.5782,-101.7304,1012.71,40.955555,40.927776,99.915,332.22223,9.5,34.47222
LBL,2018-06-06T18:00:00.000000,37.0442,-100.9599,879.0,88.5,65.166664,47.698334,141.66667,14.166667,90.43833
3K3,2018-06-15T00:00:00.000000,37.9917,-101.7463,1005.7,94.1,51.0,23.533333,177.77777,17.555555,91.28333
HQG,2020-08-19T00:00:00.000000,37.1631,-101.3705,956.52,87.35555,57.572224,37.490555,183.33333,10.222222,86.37444
EHA,2020-07-07T00:00:00.000000,37.0008,-101.88,1099.0,89.611115,61.844444,40.35389,174.44444,5.7777777,90.02055
19S,2020-06-16T00:00:00.000000,37.4969,-100.8329,892.57,91.522224,46.655556,21.659445,167.77777,19.11111,88.21667
EHA,2018-06-19T18:00:00.000000,37.0008,-101.88,1099.0,90.70556,65.583336,44.32389,210.55556,15.111111,93.10722
GCK,2019-12-19T00:00:00.000000,37.9275,-100.7244,881.0,48.0,13.483334,26.098333,203.33333,8.666667,45.09
19S,2020-10-11T18:00:00.000000,37.4969,-100.8329,892.57,80.17778,41.261112,33.91,212.22223,11.666667,77.97111
EHA,2020-05-28T00:00:00.000000,37.0008,-101.88,1099.0,75.37778,48.627777,39.725,72.77778,10.166667,75.291115
3K3,2020-08-31T00:00:00.000000,37.9917,-101.7463,1005.7,86.7,54.0,34.130554,178.33333,5.1666665,84.94111
JHN,2020-11-12T00:00:00.000000,37.5782,-101.7304,1012.71,42.6,31.233334,64.55389,108.333336,4.0555553,39.626667
19S,2019-02-14T12:00:00.000000,37.4969,-100.8329,892.57,43.194443,25.438889,50.31167,279.44446,10.333333,38.595554
GCK,2018-05-07T00:00:00.000000,37.9275,-100.7244,881.0,80.5,37.5,22.635,88.333336,10.333333,78.24167
HQG,2020-05-31T18:00:00.000000,37.1631,-101.3705,956.52,84.566666,53.555557,35.363335,200.55556,19.88889,83.138336
19S,2019-03-13T18:00:00.000000,37.4969,-100.8329,892.57,50.4,40.694443,69.71111,202.77777,26.277779,46.232224
JHN,2019-02-26T12:00:00.000000,37.5782,-101.7304,1012.71,11.638889,6.95,81.041664,237.22223,7.5,-0.093888886
JHN,2018-12-02T18:00:00.000000,37.5782,-101.7304,1012.71,39.9,23.438889,53.1,314.44446,9.055555,33.396667
EHA,2018-04-24T12:00:00.000000,37.0008,-101.88,1099.0,50.211113,46.883335,88.55222,134.44444,10.666667,47.31889
LBL,2019-09-07T06:00:00.000000,37.0442,-100.9599,879.0,74.333336,59.666668,61.78,100.0,8.666667,74.361664
EHA,2020-02-03T06:00:00.000000,37.0008,-101.88,1099.0,51.327778,30.938889,45.636665,222.77777,13.5,48.483334
GCK,2018-02-11T00:00:00.000000,37.9275,-100.7244,881.0,14.183333,6.8333335,71.294,85.0,11.833333,-0.572
EHA,2020-05-16T12:00:00.000000,37.0008,-101.88,1099.0,57.705555,56.644444,96.20167,66.666664,7.0555553,57.705555
JHN,2020-02-06T18:00:00.000000,37.5782,-101.7304,1012.71,35.083332,14.105556,43.933887,292.22223,10.444445,26.79889
GCK,2019-01-10T18:00:00.000000,37.9275,-100.7244,881.0,38.816666,27.0,63.06333,186.0,4.6,34.356
19S,2019-04-03T18:00:00.000000,37.4969,-100.8329,892.57,56.483334,40.177776,54.669445,177.77777,13.833333,56.16
HQG,2018-02-03T18:00:00.000000,37.1631,-101.3705,956.52,48.083332,20.966667,36.52778,231.66667,8.166667,45.435
3K3,2020-05-26T12:00:00.000000,37.9917,-101.7463,1005.7,41.5,38.3,88.58444,220.55556,3.6111112,38.945
EHA,2020-08-11T12:00:00.000000,37.0008,-101.88,1099.0,63.9,62.16111,94.193886,32.77778,0.6111111,63.916668
JHN,2020-09-03T00:00:00.000000,37.5782,-101.7304,1012.71,83.3,55.983334,39.930557,126.111115,4.7777777,82.35389
GCK,2019-06-10T12:00:00.000000,37.9275,-100.7244,881.0,45.833332,42.333332,87.86833,290.0,5.8333335,42.56167
3K3,2019-03-30T12:00:00.000000,37.9917,-101.7463,1005.7,30.7,28.2,90.39778,288.8889,11.055555,21.01389
JHN,2020-06-16T12:00:00.000000,37.5782,-101.7304,1012.71,69.64445,52.066666,53.889446,166.66667,15.5,69.63333
19S,2018-05-05T00:00:00.000000,37.4969,-100.8329,892.57,72.3,36.3,27.17389,114.44444,5.611111,70.846664
GCK,2018-12-27T18:00:00.000000,37.9275,-100.7244,881.0,25.575,23.416666,91.60083,330.83334,26.0,8.859167
HQG,2018-07-07T00:00:00.000000,37.1631,-101.3705,956.52,83.35555,62.288887,49.45,147.22223,6.7777777,83.986664
19S,2018-01-22T12:00:00.000000,37.4969,-100.8329,892.57,30.822222,23.633333,74.38778,317.77777,31.444445,14.788889
EHA,2018-05-09T06:00:00.000000,37.0008,-101.88,1099.0,67.26667,48.511112,51.055557,45.555557,4.4444447,67.13778
19S,2020-01-24T12:00:00.000000,37.4969,-100.8329,892.57,23.455555,18.666666,81.72222,293.8889,7.0555553,14.408334
LBL,2020-02-17T18:00:00.000000,37.0442,-100.9599,879.0,48.177776,33.677776,68.17667,31.11111,15.444445,43.594444
EHA,2018-09-22T18:00:00.000000,37.0008,-101.88,1099.0,70.41111,49.58889,50.392223,175.0,8.611111,70.297775
HQG,2019-08-26T00:00:00.000000,37.1631,-101.3705,956.52,88.51667,68.31111,52.40278,178.33333,8.0,92.05
EHA,2020-09-15T06:00:00.000000,37.0008,-101.88,1099.0,58.738888,55.105556,87.85167,163.88889,7.3333335,58.755554
EHA,2019-12-12T18:00:00.000000,37.0008,-101.88,1099.0,49.427776,27.016666,42.200554,160.0,5.6666665,47.627224
3K3,2020-12-21T18:00:00.000000,37.9917,-101.7463,1005.7,43.8,30.3,63.18611,172.22223,3.2777777,42.238888
HQG,2019-07-07T06:00:00.000000,37.1631,-101.3705,956.52,67.79444,65.494446,92.46667,158.88889,4.2777777,67.79444
GCK,2019-12-10T06:00:00.000000,37.9275,-100.7244,881.0,24.7,14.366667,64.35,206.66667,3.8333333,19.393333
JHN,2020-03-14T06:00:00.000000,37.5782,-101.7304,1012.71,32.144444,32.144444,100.0,120.0,10.444445,23.045555
EHA,2019-04-23T12:00:00.000000,37.0008,-101.88,1099.0,48.355556,43.005554,81.708885,130.55556,4.7777777,46.09778
JHN,2020-08-27T00:00:00.000000,37.5782,-101.7304,1012.71,92.38333,57.41111,31.455555,155.0,11.5,91.52944
HQG,2020-04-03T06:00:00.000000,37.1631,-101.3705,956.52,28.961111,21.233334,72.55222,205.0,19.88889,15.185555
19S,2019-10-15T18:00:00.000000,37.4969,-100.8329,892.57,59.0,30.455555,34.69389,19.444445,21.333334,59.005554
JHN,2020-04-30T06:00:00.000000,37.5782,-101.7304,1012.71,51.5,23.461111,33.290554,177.22223,6.2222223,50.5
EHA,2019-01-10T06:00:00.000000,37.0008,-101.88,1099.0,35.91111,30.5,80.59389,179.44444,10.833333,27.514444
GCK,2019-06-26T00:00:00.000000,37.9275,-100.7244,881.0,86.333336,65.5,50.463333,168.33333,10.166667,88.42834
GCK,2019-01-15T12:00:00.000000,37.9275,-100.7244,881.0,19.088888,17.466667,93.28333,265.55554,7.4444447,8.755555
LBL,2018-08-02T18:00:00.000000,37.0442,-100.9599,879.0,81.5,63.166668,54.365,186.66667,9.333333,82.26833
19S,2019-11-12T06:00:00.000000,37.4969,-100.8329,892.57,5.7555556,-0.76666665,74.03167,291.66666,5.1666665,-4.851111
HQG,2018-10-23T18:00:00.000000,37.1631,-101.3705,956.52,58.622223,49.322224,73.74167,87.77778,7.2777777,58.386665
HQG,2018-11-25T12:00:00.000000,37.1631,-101.3705,956.52,33.61111,26.872223,76.10555,320.0,22.61111,20.726667
LBL,2019-05-11T12:00:00.000000,37.0442,-100.9599,879.0,46.2,44.37143,93.61857,165.71428,4.142857,43.96857
HQG,2019-08-20T12:00:00.000000,37.1631,-101.3705,956.52,72.46111,61.45,68.56611,224.44444,8.111111,72.47222
LBL,2019-03-02T06:00:00.000000,37.0442,-100.9599,879.0,27.85,24.85,88.32667,38.333332,9.166667,18.356667
LBL,2020-11-15T06:00:00.000000,37.0442,-100.9599,879.0,34.15,11.15,39.511665,296.66666,9.5,26.106667
19S,2019-03-13T06:00:00.000000,37.4969,-100.8329,892.57,53.22222,53.077778,99.53111,138.33333,15.777778,53.238888
HQG,2018-01-24T12:00:00.000000,37.1631,-101.3705,956.52,15.5,8.044444,71.89889,267.77777,6.3333335,5.5055556
HQG,2020-10-28T00:00:00.000000,37.1631,-101.3705,956.52,31.077778,21.933332,68.57833,227.77777,3.8333333,26.747778
HQG,2018-10-25T12:00:00.000000,37.1631,-101.3705,956.52,43.822224,43.594444,99.030556,95.0,1.3333334,43.139446
19S,2020-12-30T12:00:00.000000,37.4969,-100.8329,892.57,21.083334,18.327778,88.93833,312.22223,7.7222223,11.092778
JHN,2018-08-12T00:00:00.000000,37.5782,-101.7304,1012.71,83.772224,49.572224,32.333332,107.22222,7.5,81.76611
HQG,2019-03-16T06:00:00.000000,37.1631,-101.3705,956.52,29.322222,22.805555,76.57,188.33333,7.2777777,21.344444
JHN,2019-03-12T06:00:00.000000,37.5782,-101.7304,1012.71,46.02222,42.52778,87.623886,159.44444,12.277778,39.762222
GCK,2018-01-20T00:00:00.000000,37.9275,-100.7244,881.0,58.833332,13.55,17.83,181.66667,10.333333,58.14
HQG,2018-09-10T12:00:00.000000,37.1631,-101.3705,956.52,58.988888,55.9,89.24389,165.55556,9.277778,59.05
19S,2018-01-07T06:00:00.000000,37.4969,-100.8329,892.57,33.961113,19.905556,56.240555,131.66667,9.833333,25.893888
3K3,2020-11-14T00:00:00.000000,37.9917,-101.7463,1005.7,50.4,21.9,33.81778,166.66667,10.611111,47.947777
LBL,2018-03-23T00:00:00.000000,37.0442,-100.9599,879.0,72.5,26.35,18.511667,140.0,5.5,71.275
EHA,2019-10-20T06:00:00.000000,37.0008,-101.88,1099.0,51.488888,34.716667,52.756668,173.88889,13.166667,50.680557
JHN,2018-07-06T06:00:00.000000,37.5782,-101.7304,1012.71,69.41111,65.33889,87.12666,112.77778,5.7777777,69.416664
LBL,2020-11-12T12:00:00.000000,37.0442,-100.9599,879.0,28.15,25.683332,90.34167,291.66666,9.5,18.696667
