station,valid,lat,lon,elevation,tmpf,dwpf,relh,drct,sknt,feel
HQG,2020-08-26T06:00:00.000000,37.1631,-101.3705,956.52,70.05,51.15,51.293888,168.33333,8.666667,70.05
19S,2020-01-05T12:00:00.000000,37.4969,-100.8329,892.57,36.538887,25.055555,63.43111,331.66666,11.777778,28.155
LBL,2018-10-06T12:00:00.000000,37.0442,-100.9599,879.0,46.166668,40.833332,81.74333,185.0,15.166667,39.158333
EHA,2019-10-14T12:00:00.000000,37.0008,-101.88,1099.0,46.094444,36.427776,68.94945,258.8889,5.6666665,42.835556
LBL,2019-08-14T12:00:00.000000,37.0442,-100.9599,879.0,65.5,60.333332,83.81,266.0,8.0,65.45
3K3,2018-04-11T18:00:00.000000,37.9917,-101.7463,1005.7,70.6,27.7,23.294445,276.1111,10.111111,69.34333
3K3,2018-08-20T12:00:00.000000,37.9917,-101.7463,1005.7,54.1,50.4,87.45167,302.22223,9.611111,54.1
JHN,2020-11-19T06:00:00.000000,37.5782,-101.7304,1012.71,57.4,34.916668,42.88889,213.88889,10.833333,57.405556
19S,2019-02-04T18:00:00.000000,37.4969,-100.8329,892.57,30.05,29.266666,96.90278,52.22222,8.833333,21.397223
JHN,2019-02-12T12:00:00.000000,37.5782,-101.7304,1012.71,21.233334,12.133333,67.47278,240.55556,7.111111,11.955556
JHN,2018-02-02T12:00:00.000000,37.5782,-101.7304,1012.71,16.472221,12.711111,84.85,152.77777,6.4444447,6.4566665
19S,2018-06-01T12:00:00.000000,37.4969,-100.8329,892.57,68.62778,66.93889,94.48778,148.33333,9.944445,68.75445
19S,2020-04-24T00:00:00.000000,37.4969,-100.8329,892.57,71.4,40.633335,35.23722,181.66667,11.333333,71.4
JHN,2018-05-05T00:00:00.000000,37.5782,-101.7304,1012.71,70.61667,32.705555,24.99611,97.22222,4.3333335,69.18389
3K3,2020-06-10T18:00:00.000000,37.9917,-101.7463,1005.7,70.4,39.2,33.670555,297.22223,10.444445,70.4
3K3,2020-05-21T00:00:00.000000,37.9917,-101.7463,1005.7,76.9,57.6,52.008335,140.55556,21.11111,76.954445
19S,2020-09-14T00:00:00.000000,37.4969,-100.8329,892.57,78.816666,47.11111,34.932777,80.0,3.9444444,77.50445
GCK,2020-10-08T12:00:00.000000,37.9275,-100.7244,881.0,53.5,48.0,81.77333,158.33333,7.0,53.483334
LBL,2020-11-09T18:00:00.000000,37.0442,-100.9599,879.0,67.833336,53.333332,61.356667,201.66667,13.0,67.88333
EHA,2018-03-10T12:00:00.000000,37.0008,-101.88,1099.0,46.416668,20.044445,34.80111,241.66667,9.722222,41.190556
19S,2019-07-17T12:00:00.000000,37.4969,-100.8329,892.57,73.422226,60.738888,64.66778,183.88889,9.222222,73.58667
JHN,2019-04-22T12:00:00.000000,37.5782,-101.7304,1012.71,51.883335,43.05,72.07611,329.44446,16.38889,50.94278
3K3,2019-03-29T12:00:00.000000,37.9917,-101.7463,1005.7,37.4,37.1,98.85667,26.666666,8.222222,30.751667
3K3,2020-09-11T06:00:00.000000,37.9917,-101.7463,1005.7,49.8,45.0,83.545,26.11111,0.5,49.730556
GCK,2018-04-08T06:00:00.000000,37.9275,-100.7244,881.0,33.211113,17.311111,52.94,166.66667,15.111111,22.397778
EHA,2018-02-21T06:00:00.000000,37.0008,-101.88,1099.0,19.7,3.2666667,48.27889,40.555557,8.555555,8.611111
EHA,2020-09-02T12:00:00.000000,37.0008,-101.88,1099.0,65.8,65.35555,98.45389,320.0,4.7777777,65.79444
3K3,2018-03-17T18:00:00.000000,37.9917,-101.7463,1005.7,52.1,29.7,45.90167,139.44444,8.222222,51.49889
JHN,2018-04-04T12:00:00.000000,37.5782,-101.7304,1012.71,28.972221,3.4333334,33.49222,192.77777,11.166667,18.932777
3K3,2019-01-29T12:00:00.000000,37.9917,-101.7463,1005.7,12.4,9.1,86.43889,44.444443,1.7777778,8.883889
LBL,2019-01-18T00:00:00.000000,37.0442,-100.9599,879.0,53.5,31.466667,44.23,163.33333,10.333333,51.07
GCK,2019-08-23T06:00:00.000000,37.9275,-100.7244,881.0,67.666664,64.333336,89.37444,132.22223,10.555555,67.63333
19S,2019-04-16T00:00:00.000000,37.4969,-100.8329,892.57,76.71111,33.944443,21.919445,218.88889,7.6666665,75.308334
JHN,2019-01-11T06:00:00.000000,37.5782,-101.7304,1012.71,34.66111,30.416666,84.37334,248.88889,4.4444447,30.247778
19S,2018-03-21T00:00:00.000000,37.4969,-100.8329,892.57,54.788887,23.872223,31.117222,266.1111,11.833333,53.48
EHA,2020-03-21T00:00:00.000000,37.0008,-101.88,1099.0,42.505554,24.0,48.459446,108.333336,5.8333335,38.352222
JHN,2020-06-26T18:00:00.000000,37.5782,-101.7304,1012.71,86.5,61.30588,43.548824,265.29413,10.0,86.827644
LBL,2020-12-22T18:00:00.000000,37.0442,-100.9599,879.0,48.333332,30.433332,55.03,195.0,15.833333,44.1
JHN,2018-08-16T18:00:00.000000,37.5782,-101.7304,1012.71,90.79444,51.583332,26.991112,152.22223,6.111111,88.34722
3K3,2020-10-06T12:00:00.000000,37.9917,-101.7463,1005.7,44.9,33.0,63.393333,202.22223,3.6666667,42.592777
EHA,2019-12-13T18:00:00.000000,37.0008,-101.88,1099.0,52.805557,30.022223,42.112778,174.44444,6.2777777,51.612778
LBL,2019-05-27T00:00:00.000000,37.0442,-100.9599,879.0,68.46667,64.816666,88.3,156.66667,15.416667,68.46667
HQG,2018-01-19T12:00:00.000000,37.1631,-101.3705,956.52,22.3,5.9666667,49.059444,233.88889,4.5,15.782778
JHN,2020-06-03T12:00:00.000000,37.5782,-101.7304,1012.71,68.2,56.05,65.70389,195.55556,5.6666665,68.21111
EHA,2018-07-07T06:00:00.000000,37.0008,-101.88,1099.0,69.611115,66.68889,90.62444,31.11111,1.1111112,69.611115
3K3,2019-04-21T12:00:00.000000,37.9917,-101.7463,1005.7,51.9,34.3,51.68222,225.0,5.2222223,50.968334
GCK,2019-07-28T18:00:00.000000,37.9275,-100.7244,881.0,84.5,58.0,41.18833,208.0,10.833333,84.005
EHA,2018-06-27T06:00:00.000000,37.0008,-101.88,1099.0,74.42778,64.666664,71.88389,187.22223,7.9444447,74.50611
EHA,2020-04-02T00:00:00.000000,37.0008,-101.88,1099.0,79.23333,33.805557,19.356112,201.11111,11.444445,78.21111
19S,2019-01-21T06:00:00.000000,37.4969,-100.8329,892.57,33.294445,29.394444,85.52111,126.111115,9.222222,25.040556
EHA,2018-02-07T06:00:00.000000,37.0008,-101.88,1099.0,21.288889,17.177778,83.92722,243.33333,5.6666665,13.395
3K3,2020-11-06T18:00:00.000000,37.9917,-101.7463,1005.7,73.7,30.5,21.615,200.55556,16.555555,73.04056
3K3,2018-08-14T06:00:00.000000,37.9917,-101.7463,1005.7,64.7,61.7,90.151665,83.333336,5.7777777,64.7
3K3,2020-04-14T00:00:00.000000,37.9917,-101.7463,1005.7,33.4,12.2,42.38778,125.0,7.0555553,26.686111
3K3,2019-04-23T12:00:00.000000,37.9917,-101.7463,1005.7,41.5,32.4,70.55222,74.44444,6.388889,36.8
LBL,2020-09-01T18:00:00.000000,37.0442,-100.9599,879.0,76.422226,65.95556,70.90889,56.666668,8.0,76.89333
LBL,2019-05-09T06:00:00.000000,37.0442,-100.9599,879.0,46.142857,42.8,88.37857,308.57144,16.428572,38.708572
3K3,2018-06-26T12:00:00.000000,37.9917,-101.7463,1005.7,69.9,62.5,77.505,218.88889,9.277778,69.9
GCK,2020-11-28T12:00:00.000000,37.9275,-100.7244,881.0,26.7,23.183332,86.416664,255.0,5.5,19.691668
19S,2020-05-05T06:00:00.000000,37.4969,-100.8329,892.57,58.288887,46.0,63.748333,186.66667,20.833334,58.27222
19S,2018-02-07T18:00:00.000000,37.4969,-100.8329,892.57,27.805555,15.277778,60.419445,149.44444,7.2222223,19.720556
EHA,2020-05-04T18:00:00.000000,37.0008,-101.88,1099.0,78.727776,55.15,46.211666,343.8889,17.833334,78.06555
19S,2019-02-09T06:00:00.000000,37.4969,-100.8329,892.57,22.177778,6.2555556,50.216667,167.22223,16.555555,7.4205556
3K3,2020-08-23T00:00:00.000000,37.9917,-101.7463,1005.7,90.8,55.0,30.425556,147.22223,10.722222,89.191666
JHN,2019-11-06T18:00:00.000000,37.5782,-101.7304,1012.71,50.966667,37.544445,61.587223,274.44446,7.7222223,48.461113
EHA,2018-03-15T12:00:00.000000,37.0008,-101.88,1099.0,49.755554,35.488888,57.959446,215.55556,14.666667,46.22167
3K3,2020-04-02T00:00:00.000000,37.9917,-101.7463,1005.7,70.5,35.3,28.562222,118.888885,9.944445,70.5
HQG,2020-04-19T12:00:00.000000,37.1631,-101.3705,956.52,41.333332,34.955555,78.93889,314.44446,8.5,35.694443
EHA,2018-01-14T00:00:00.000000,37.0008,-101.88,1099.0,44.672222,24.216667,44.733334,158.33333,12.333333,39.228333
EHA,2020-10-22T06:00:00.000000,37.0008,-101.88,1099.0,61.705555,58.333332,88.831665,178.33333,13.333333,61.68889
GCK,2019-08-31T06:00:00.000000,37.9275,-100.7244,881.0,67.666664,63.666668,87.29444,137.77777,14.777778,67.63333
GCK,2019-11-16T18:00:00.000000,37.9275,-100.7244,881.0,50.833332,29.816668,45.948334,198.33333,9.166667,47.97
LBL,2019-11-30T12:00:00.000000,37.0442,-100.9599,879.0,37.166668,26.683332,65.59,226.66667,18.666666,26.368334
GCK,2018-03-14T12:00:00.000000,37.9275,-100.7244,881.0,30.666666,14.983334,51.715,185.0,9.166667,21.885
JHN,2019-08-03T06:00:00.000000,37.5782,-101.7304,1012.71,76.094444,69.41111,80.38944,44.444443,3.3888888,76.74
LBL,2020-01-23T06:00:00.000000,37.0442,-100.9599,879.0,34.166668,26.566668,73.38167,326.66666,9.666667,25.905
GCK,2020-09-15T18:00:00.000000,37.9275,-100.7244,881.0,72.333336,57.0,60.13,185.0,9.0,72.36667
19S,2019-05-20T06:00:00.000000,37.4969,-100.8329,892.57,55.927776,48.15,75.25889,108.888885,13.666667,55.922222
GCK,2019-06-28T00:00:00.000000,37.9275,-100.7244,881.0,88.666664,57.22222,35.134445,207.77777,14.666667,88.35889
LBL,2020-03-13T12:00:00.000000,37.0442,-100.9599,879.0,41.0,24.883333,52.373333,85.0,11.5,33.65167
19S,2020-07-23T18:00:00.000000,37.4969,-100.8329,892.57,85.98333,67.655556,55.5,174.44444,12.444445,88.753334
EHA,2018-06-29T18:00:00.000000,37.0008,-101.88,1099.0,93.155556,64.48889,39.266666,193.33333,19.722221,95.28667
LBL,2020-06-03T12:00:00.000000,37.0442,-100.9599,879.0,67.5,56.666668,69.075,278.33334,5.1666665,67.53333
HQG,2019-11-11T18:00:00.000000,37.1631,-101.3705,956.52,23.627777,10.755555,59.118332,128.88889,21.166666,7.666111
JHN,2020-02-07T06:00:00.000000,37.5782,-101.7304,1012.71,35.22778,29.133333,78.32667,302.77777,10.833333,26.68
19S,2020-02-12T06:00:00.000000,37.4969,-100.8329,892.57,,,,,,
3K3,2020-04-08T00:00:00.000000,37.9917,-101.7463,1005.7,75.7,22.0,14.096666,133.88889,6.3333335,74.53667
HQG,2019-07-25T06:00:00.000000,37.1631,-101.3705,956.52,69.83889,54.094444,57.357777,165.55556,9.388889,69.85555
HQG,2018-11-01T00:00:00.000000,37.1631,-101.3705,956.52,44.994446,38.672222,78.675,281.1111,5.3333335,41.822224
EHA,2019-01-18T06:00:00.000000,37.0008,-101.88,1099.0,48.68889,31.883333,52.523888,215.55556,15.5,44.35
3K3,2018-02-19T12:00:00.000000,37.9917,-101.7463,1005.7,23.2,18.9,83.39167,13.888889,16.333334,9.036111
GCK,2018-01-11T06:00:00.000000,37.9275,-100.7244,881.0,38.413334,27.62,67.50867,288.66666,31.666666,25.807333
HQG,2020-03-05T12:00:00.000000,37.1631,-101.3705,956.52,36.47778,22.61111,57.728333,172.22223,12.5,27.78
JHN,2020-02-01T18:00:00.000000,37.5782,-101.7304,1012.71,54.177776,29.205555,40.031113,238.33333,9.055555,52.122776
EHA,2019-10-13T00:00:00.000000,37.0008,-101.88,1099.0,67.77778,25.11111,20.461111,93.333336,3.2777777,67.78333
HQG,2018-07-13T00:00:00.000000,37.1631,-101.3705,956.52,88.62778,56.766666,34.765,192.77777,13.333333,87.56111
HQG,2020-05-12T06:00:00.000000,37.1631,-101.3705,956.52,38.16111,37.516666,97.56944,95.55556,12.777778,29.666666
3K3,2018-04-09T06:00:00.000000,37.9917,-101.7463,1005.7,47.8,41.8,80.047775,106.111115,7.2222223,44.343887
EHA,2019-08-20T18:00:00.000000,37.0008,-101.88,1099.0,95.71111,60.577778,31.764444,220.55556,19.722221,96.19945
3K3,2018-10-06T06:00:00.000000,37.9917,-101.7463,1005.7,49.0,38.9,68.041115,40.0,20.777779,44.04
JHN,2020-04-24T06:00:00.000000,37.5782,-101.7304,1012.71,55.544445,38.27778,52.643333,226.11111,7.4444447,54.789444
JHN,2020-07-17T06:00:00.000000,37.5782,-101.7304,1012.71,75.89333,64.58,71.37334,191.33333,10.733334,76.167336
EHA,2018-09-15T12:00:00.000000,37.0008,-101.88,1099.0,65.916664,64.12778,94.07166,186.11111,7.388889,65.91111
19S,2020-06-25T18:00:00.000000,37.4969,-100.8329,892.57,90.28889,53.33889,29.077778,207.77777,18.166666,88.28111
JHN,2019-09-02T18:00:00.000000,37.5782,-101.7304,1012.71,93.98889,57.2,32.441666,150.0,10.277778,93.081665
LBL,2020-10-01T06:00:00.000000,37.0442,-100.9599,879.0,56.333332,37.333332,50.06,110.0,7.0,55.431667
HQG,2018-07-01T12:00:00.000000,37.1631,-101.3705,956.52,64.04444,49.81111,60.066113,251.66667,10.055555,64.03889
EHA,2019-11-10T12:00:00.000000,37.0008,-101.88,1099.0,44.02778,25.122223,47.34,321.66666,8.611111,38.63778
19S,2020-08-27T18:00:00.000000,37.4969,-100.8329,892.57,86.55556,59.36111,41.648888,180.55556,12.222222,86.04278
EHA,2020-03-15T00:00:00.000000,37.0008,-101.88,1099.0,40.744446,38.116665,90.29222,84.44444,10.611111,33.75611
HQG,2018-02-01T12:00:00.000000,37.1631,-101.3705,956.52,29.705555,21.883333,72.52556,348.33334,7.7222223,21.46
GCK,2020-06-24T12:00:00.000000,37.9275,-100.7244,881.0,65.5,56.333332,72.32667,166.66667,8.5,65.51667
LBL,2019-07-23T12:00:00.000000,37.0442,-100.9599,879.0,62.166668,54.5,75.88,101.666664,6.6666665,62.2
19S,2018-11-28T00:00:00.000000,37.4969,-100.8329,892.57,42.183334,24.966667,52.333332,152.22223,10.5,36.954445
LBL,2018-10-18T00:00:00.000000,37.0442,-100.9599,879.0,60.166668,38.666668,45.77833,110.0,7.8333335,60.166668
LBL,2018-11-30T18:00:00.000000,37.0442,-100.9599,879.0,41.714287,38.5,88.26428,105.0,13.428572,34.08214
HQG,2019-02-24T06:00:00.000000,37.1631,-101.3705,956.52,22.444445,16.161112,76.51611,295.0,8.0,12.477222
JHN,2018-06-01T06:00:00.000000,37.5782,-101.7304,1012.71,68.85,60.56111,75.55334,136.66667,9.333333,68.844444
LBL,2018-03-26T00:00:00.000000,37.0442,-100.9599,879.0,72.8,38.914288,32.59857,100.0,17.857143,71.777145
LBL,2019-07-09T12:00:00.000000,37.0442,-100.9599,879.0,68.8,66.77333,93.277336,98.666664,6.2,68.944
LBL,2018-04-18T00:00:00.000000,37.0442,-100.9599,879.0,80.6,15.15,9.434,279.0,27.9,77.566
LBL,2020-02-05T18:00:00.000000,37.0442,-100.9599,879.0,24.133333,13.116667,63.683334,338.33334,11.166667,12.625
EHA,2019-07-13T06:00:00.000000,37.0008,-101.88,1099.0,72.06111,67.1,84.717224,183.33333,7.4444447,72.03889
HQG,2020-03-20T00:00:00.000000,37.1631,-101.3705,956.52,57.083332,29.944445,41.092224,290.0,32.055557,53.494446
LBL,2018-02-08T06:00:00.000000,37.0442,-100.9599,879.0,27.983334,17.033333,63.111668,170.0,8.0,19.223333
HQG,2018-10-30T00:00:00.000000,37.1631,-101.3705,956.52,69.977776,45.044445,42.43889,155.55556,7.6666665,69.36389
EHA,2018-04-03T00:00:00.000000,37.0008,-101.88,1099.0,82.04444,31.405556,16.009445,227.77777,15.666667,79.32222
LBL,2018-07-26T12:00:00.000000,37.0442,-100.9599,879.0,66.83077,65.184616,94.346924,276.15384,8.230769,66.83077
EHA,2020-02-15T12:00:00.000000,37.0008,-101.88,1099.0,39.244446,29.544445,68.126114,299.44446,12.555555,31.062778
EHA,2018-09-18T18:00:00.000000,37.0008,-101.88,1099.0,87.44444,64.52778,48.078888,196.66667,16.11111,88.6
19S,2020-10-21T06:00:00.000000,37.4969,-100.8329,892.57,45.47778,43.011112,91.189445,75.0,6.5,41.613335
JHN,2020-01-07T06:00:00.000000,37.5782,-101.7304,1012.71,25.688889,13.15,59.03389,253.88889,7.3333335,16.856112
GCK,2018-10-30T06:00:00.000000,37.9275,-100.7244,881.0,53.833332,45.666668,74.575,196.66667,8.833333,52.681667
3K3,2018-05-01T12:00:00.000000,37.9917,-101.7463,1005.7,49.6,42.0,76.312775,42.77778,9.444445,46.459446
HQG,2020-02-03T12:00:00.000000,37.1631,-101.3705,956.52,37.205555,28.394444,71.99944,311.66666,15.277778,27.796112
GCK,2019-11-10T00:00:00.000000,37.9275,-100.7244,881.0,66.333336,21.15,19.253334,193.33333,9.333333,66.333336
3K3,2018-09-28T06:00:00.000000,37.9917,-101.7463,1005.7,54.6,48.6,80.80778,100.0,6.6666665,54.6
GCK,2019-03-02T12:00:00.000000,37.9275,-100.7244,881.0,18.828571,16.6,90.862854,70.0,7.571429,8.515715
GCK,2019-08-08T18:00:00.000000,37.9275,-100.7244,881.0,75.75,67.75,76.455,143.75,5.875,75.7375
LBL,2018-09-28T06:00:00.000000,37.0442,-100.9599,879.0,58.333332,54.666668,87.96333,138.33333,7.3333335,58.316666
GCK,2018-05-23T18:00:00.000000,37.9275,-100.7244,881.0,77.666664,57.833332,51.35,195.0,14.833333,77.621666
HQG,2018-04-15T18:00:00.000000,37.1631,-101.3705,956.52,50.97222,15.561111,24.357779,331.66666,9.777778,48.122223
HQG,2019-10-12T12:00:00.000000,37.1631,-101.3705,956.52,33.366665,22.788889,64.924446,228.33333,7.2777777,26.381111
GCK,2018-04-29T18:00:00.000000,37.9275,-100.7244,881.0,72.833336,45.166668,37.84667,186.66667,26.166666,71.71333
19S,2019-12-24T12:00:00.000000,37.4969,-100.8329,892.57,38.944443,11.116667,31.668888,199.44444,10.388889,31.530556
3K3,2019-04-18T06:00:00.000000,37.9917,-101.7463,1005.7,46.8,32.5,57.845,76.666664,7.2222223,43.365
LBL,2018-03-08T00:00:00.000000,37.0442,-100.9599,879.0,52.333332,5.1666665,14.87,250.0,5.8333335,51.15
HQG,2020-05-02T18:00:00.000000,37.1631,-101.3705,956.52,73.03333,52.177776,48.59889,42.77778,17.055555,73.022224
LBL,2018-04-18T06:00:00.000000,37.0442,-100.9599,879.0,54.5,20.366667,27.723333,336.66666,27.666666,51.516666
3K3,2018-12-26T00:00:00.000000,37.9917,-101.7463,1005.7,44.0,24.3,46.240555,112.22222,9.555555,38.268333
3K3,2020-01-27T06:00:00.000000,37.9917,-101.7463,1005.7,27.9,20.2,72.76889,123.888885,2.6111112,24.500555
EHA,2019-10-12T00:00:00.000000,37.0008,-101.88,1099.0,52.511112,18.98889,27.587778,172.77777,4.8333335,50.929443
3K3,2018-05-09T06:00:00.000000,37.9917,-101.7463,1005.7,60.4,41.2,50.482224,64.44444,4.0,60.226665
19S,2018-03-25T00:00:00.000000,37.4969,-100.8329,892.57,65.094444,30.722221,27.839445,113.888885,9.0,65.083336
LBL,2018-05-10T06:00:00.000000,37.0442,-100.9599,879.0,68.84,51.48,58.384,110.0,10.6,68.334
EHA,2020-03-01T18:00:00.000000,37.0008,-101.88,1099.0,62.18889,25.005556,24.752777,112.77778,9.555555,61.59722
HQG,2018-11-27T00:00:00.000000,37.1631,-101.3705,956.52,41.333332,14.783334,36.49,213.33333,6.3333335,37.371666
3K3,2019-09-27T18:00:00.000000,37.9917,-101.7463,1005.7,72.6,47.4,41.986668,40.0,12.166667,72.54222
LBL,2019-11-22T18:00:00.000000,37.0442,-100.9599,879.0,31.133333,28.8,90.90667,128.33333,6.8333335,23.961666
19S,2020-06-15T12:00:00.000000,37.4969,-100.8329,892.57,67.98889,49.47778,51.893333,171.11111,14.222222,67.98333
LBL,2019-12-23T12:00:00.000000,37.0442,-100.9599,879.0,25.65,17.35,70.89667,175.0,7.0,17.965
HQG,2018-06-29T00:00:00.000000,37.1631,-101.3705,956.52,94.03889,52.038887,24.635,181.11111,15.333333,91.72667
HQG,2018-11-08T00:00:00.000000,37.1631,-101.3705,956.52,40.1,31.716667,71.80556,72.22222,9.333333,33.431667
HQG,2018-04-28T12:00:00.000000,37.1631,-101.3705,956.52,44.844444,32.6,62.657223,91.666664,2.0,43.83889
HQG,2020-11-11T06:00:00.000000,37.1631,-101.3705,956.52,33.872223,28.322222,80.14,117.77778,9.111111,26.312778
3K3,2018-12-30T00:00:00.000000,37.9917,-101.7463,1005.7,21.2,16.4,81.665,172.22223,5.888889,12.941667
EHA,2020-05-17T00:00:00.000000,37.0008,-101.88,1099.0,75.93889,52.45,44.384445,85.0,9.722222,75.92555
GCK,2018-01-16T00:00:00.000000,37.9275,-100.7244,881.0,14.666667,-3.3333333,45.301666,68.333336,16.0,-1.53
GCK,2019-08-12T18:00:00.000000,37.9275,-100.7244,881.0,83.5,64.666664,53.706665,237.5,5.6666665,84.84
JHN,2018-01-09T12:00:00.000000,37.5782,-101.7304,1012.71,37.711113,25.272223,60.577778,198.33333,5.111111,33.22889
EHA,2020-05-02T00:00:00.000000,37.0008,-101.88,1099.0,89.42778,46.97222,23.802778,108.333336,8.055555,86.5
GCK,2018-09-05T00:00:00.000000,37.9275,-100.7244,881.0,77.166664,66.333336,70.34,151.66667,12.0,78.29667
JHN,2018-06-11T06:00:00.000000,37.5782,-101.7304,1012.71,77.23889,53.0,43.601112,177.22223,15.277778,77.16167
GCK,2020-10-02T12:00:00.000000,37.9275,-100.7244,881.0,42.0,29.45,60.906666,168.33333,6.5,37.431667
3K3,2018-02-23T12:00:00.000000,37.9917,-101.7463,1005.7,27.2,26.5,97.22,62.77778,4.5,21.336666
JHN,2019-02-07T06:00:00.000000,37.5782,-101.7304,1012.71,,,,246.25,5.625,
JHN,2018-06-09T00:00:00.000000,37.5782,-101.7304,1012.71,91.1,57.18889,32.513332,168.88889,15.222222,89.962776
EHA,2018-08-30T06:00:00.000000,37.0008,-101.88,1099.0,66.5,64.04444,91.835,150.0,6.2777777,66.51111
19S,2019-01-31T00:00:00.000000,37.4969,-100.8329,892.57,32.02222,19.366667,59.481667,152.22223,9.5,23.533333
EHA,2019-06-15T00:00:00.000000,37.0008,-101.88,1099.0,83.672226,63.06111,51.610554,144.44444,10.722222,84.69278
JHN,2018-09-14T18:00:00.000000,37.5782,-101.7304,1012.71,87.227776,55.22222,34.946667,181.66667,18.166666,85.812775
19S,2019-06-09T12:00:00.000000,37.4969,-100.8329,892.57,61.761112,59.63889,92.965,24.444445,22.944445,61.77222
3K3,2020-09-30T06:00:00.000000,37.9917,-101.7463,1005.7,47.0,31.7,55.34,277.5,3.6666667,45.363335
LBL,2020-12-08T00:00:00.000000,37.0442,-100.9599,879.0,47.333332,26.166666,47.638332,293.33334,10.0,43.315
HQG,2018-08-12T18:00:00.000000,37.1631,-101.3705,956.52,80.583336,57.183334,46.77778,106.111115,4.6666665,79.95722
HQG,2020-10-12T18:00:00.000000,37.1631,-101.3705,956.52,65.23889,26.766666,24.040556,175.55556,7.2222223,65.23333
GCK,2018-08-16T06:00:00.000000,37.9275,-100.7244,881.0,69.666664,62.833332,79.30167,148.33333,7.8333335,69.7
LBL,2018-01-14T00:00:00.000000,37.0442,-100.9599,879.0,34.983334,19.133333,52.283333,141.66667,10.333333,26.581667
GCK,2018-08-08T00:00:00.000000,37.9275,-100.7244,881.0,83.666664,64.666664,53.378334,100.0,6.6666665,84.82166
GCK,2019-11-07T12:00:00.000000,37.9275,-100.7244,881.0,26.477777,21.155556,80.136665,20.0,17.11111,12.891111
19S,2019-05-22T12:00:00.000000,37.4969,-100.8329,892.57,42.766666,38.505554,85.48444,277.22223,5.9444447,38.60889
LBL,2020-02-18T18:00:00.000000,37.0442,-100.9599,879.0,35.65,21.083334,55.875,23.333334,9.5,27.808332
19S,2019-10-04T00:00:00.000000,37.4969,-100.8329,892.57,56.5,44.083332,63.414444,92.22222,6.6666665,56.505554
3K3,2020-12-28T12:00:00.000000,37.9917,-101.7463,1005.7,34.0,28.9,81.575,88.333336,6.7777777,27.521667
LBL,2019-11-11T00:00:00.000000,37.0442,-100.9599,879.0,58.5,31.3,37.39,61.666668,7.5,56.89
LBL,2019-01-13T00:00:00.000000,37.0442,-100.9599,879.0,32.114285,28.985714,88.08,65.71429,12.285714,22.417143
3K3,2018-12-20T12:00:00.000000,37.9917,-101.7463,1005.7,32.1,17.8,56.075,316.66666,14.5,21.662777
GCK,2019-04-28T18:00:00.000000,37.9275,-100.7244,881.0,61.5,42.5,50.158333,171.66667,18.5,60.178333
HQG,2020-11-14T18:00:00.000000,37.1631,-101.3705,956.52,65.388885,23.26111,21.61111,277.77777,13.666667,65.4
LBL,2020-08-17T06:00:00.000000,37.0442,-100.9599,879.0,67.52,61.56,81.768,202.0,11.1,67.53
LBL,2018-06-15T00:00:00.000000,37.0442,-100.9599,879.0,94.666664,57.666668,29.396667,188.33333,21.0,94.14667
19S,2019-07-25T06:00:00.000000,37.4969,-100.8329,892.57,67.08889,54.566666,64.65722,152.77777,9.0,67.07222
HQG,2020-09-16T18:00:00.000000,37.1631,-101.3705,956.52,73.95556,56.577778,57.558887,101.111115,4.0555553,73.66889
LBL,2019-03-24T12:00:00.000000,37.0442,-100.9599,879.0,37.5,34.833332,90.16,315.0,7.6666665,31.145
LBL,2020-04-21T00:00:00.000000,37.0442,-100.9599,879.0,65.97143,44.37143,47.392857,191.42857,10.571428,66.0
EHA,2020-09-08T12:00:00.000000,37.0008,-101.88,1099.0,54.011112,48.505554,82.111664,117.22222,19.833334,51.81222
JHN,2018-06-17T12:00:00.000000,37.5782,-101.7304,1012.71,67.672226,64.86667,90.89833,179.44444,13.277778,67.64445
19S,2020-01-27T06:00:00.000000,37.4969,-100.8329,892.57,40.538887,25.833334,55.47222,207.77777,6.1666665,35.792778
EHA,2018-05-26T18:00:00.000000,37.0008,-101.88,1099.0,89.36667,54.86111,33.23389,121.111115,11.333333,87.66055
3K3,2019-02-16T18:00:00.000000,37.9917,-101.7463,1005.7,22.4,21.5,96.346664,151.11111,9.5,11.303889
JHN,2018-05-14T00:00:00.000000,37.5782,-101.7304,1012.71,76.2,51.35,42.09778,83.333336,8.333333,76.2
JHN,2018-09-27T12:00:00.000000,37.5782,-101.7304,1012.71,48.27222,41.85,78.42944,177.77777,7.9444447,44.580555
JHN,2020-06-07T12:00:00.000000,37.5782,-101.7304,1012.71,74.68889,60.133335,60.728333,162.77777,17.777779,74.72833
19S,2018-01-16T18:00:00.000000,37.4969,-100.8329,892.57,12.577778,-9.55,37.185555,308.33334,11.277778,-2.192222
LBL,2019-06-24T12:00:00.000000,37.0442,-100.9599,879.0,54.333332,50.333332,86.68166,265.0,7.5,53.995
JHN,2020-12-26T00:00:00.000000,37.5782,-101.7304,1012.71,54.016666,28.927778,39.613888,162.77777,5.3333335,52.32389
GCK,2018-08-12T18:00:00.000000,37.9275,-100.7244,881.0,79.666664,58.166668,48.421665,115.0,5.8333335,79.69334
GCK,2018-04-22T12:00:00.000000,37.9275,-100.7244,881.0,37.5,36.5,96.3775,211.25,7.625,31.23875
